bench,dpname,rw-fb-rand-1,rw-fb-rand-2,rw-fb-rand-3,rw-fb-rand-4,rw-fb-rand-5,rw-fb-pw-1,rw-fb-pw-2,rw-fb-pw-3,rw-fb-pw-4,rw-fb-pw-5,rw-BoW-Freq-rand-1,rw-BoW-Freq-rand-2,rw-BoW-Freq-rand-3,rw-BoW-Freq-rand-4,rw-BoW-Freq-rand-5,rw-BoW-Freq-pw-1,rw-BoW-Freq-pw-2,rw-BoW-Freq-pw-3,rw-BoW-Freq-pw-4,rw-BoW-Freq-pw-5,rw-LSTM-rand-1,rw-LSTM-pw-1,rw-LSTM-rand-2,rw-LSTM-pw-2,rw-LSTM-rand-3,rw-LSTM-pw-3,rw-LSTM-rand-4,rw-LSTM-pw-4,rw-LSTM-rand-5,rw-LSTM-pw-5,rw-GGNN-rand-1,rw-GGNN-rand-2,rw-GGNN-rand-3,rw-GGNN-rand-4,rw-GGNN-rand-5,rw-GGNN-pw-1,rw-GGNN-pw-2,rw-GGNN-pw-3,rw-GGNN-pw-4,rw-GGNN-pw-5
JodaTime,JodaTime.ZoneInfoCompiler.94.ZoneInfoCompiler.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
JodaTime,JodaTime.ZoneInfoCompiler.96.ZoneInfoCompiler.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
JodaTime,JodaTime.ZoneInfoCompiler.118.ZoneInfoCompiler.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
JodaTime,JodaTime.ZoneInfoCompiler.471.ZoneInfoCompiler.compile.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
JodaTime,JodaTime.ZoneInfoProvider.198.ZoneInfoProvider.<init>.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
JPF,JPF.ChoicePoint.131.ChoiceSelector.<init>.falsepositive.txt,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.ClassFile.116.ClassFilePrinter.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
JPF,JPF.Config.414.JPF.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
JPF,JPF.Config.531.JPF.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
JPF,JPF.Config.560.JPF.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0
JPF,JPF.Config.568.JPF.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.Config.726.JPF.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
JPF,JPF.Config.728.JPF.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
JPF,JPF.Config.786.JPF.main.truepositive.txt,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
JPF,JPF.Config.889.JPF.main.truepositive.txt,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
JPF,JPF.Config.2103.ClassInfo.makeModelClassPath.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
JPF,JPF.Config.2115.Config.getPath.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
JPF,JPF.CoverageAnalyzer.608.CoverageAnalyzer.<init>.falsepositive.txt,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1
JPF,JPF.DebugJenkinsStateSet.66.DebugJenkinsStateSet.<init>.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0
JPF,JPF.ESParser.76.ESParser.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
JPF,JPF.FileUtils.83.JPF.main.falsepositive.txt,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.FileUtils.159.JPF.main.falsepositive.txt,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.FileUtils.500.FileUtils.copyFile.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0
JPF,JPF.JPF_gov_nasa_jpf_CachedROHttpConnection.117.JPF_gov_nasa_jpf_CachedROHttpConnection.getContents__Ljava_lang_String_2___3B.truepositive.txt,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
JPF,JPF.JPF_java_io_File.42.JPF_java_io_File.canRead____Z.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.JPF_java_io_FileDescriptor.79.JPF_java_io_FileDescriptor.open__Ljava_lang_String_2I__I.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
JPF,JPF.JPF_java_io_FileDescriptor.104.JPF_java_io_FileDescriptor.open__Ljava_lang_String_2I__I.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
JPF,JPF.JPF_java_io_FileDescriptor.163.JPF_java_io_FileDescriptor.read____I.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.JPF_java_io_FileDescriptor.169.JPF_java_io_FileDescriptor.read____I.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.JPF_java_lang_System.118.JPF_java_lang_System.getKeyValuePairs_____3Ljava_lang_String_2.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1
JPF,JPF.JPF.512.JPF.main.truepositive.txt,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
JPF,JPF.JPF.689.JPF.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
JPF,JPF.JPF.690.JPF.main.truepositive.txt,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
JPF,JPF.JPFSiteUtils.55.JPF.main.truepositive.txt,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
JPF,JPF.LogHandler.170.LogHandler.<init>.falsepositive.txt,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
JPF,JPF.PathnameExpander.149.PathnameExpander.expandPath.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.PathnameExpander.152.PathnameExpander.expandPath.falsepositive.txt,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.PathnameExpander.166.PathnameExpander.expandPath.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.PathnameExpander.176.PathnameExpander.expandPath.falsepositive.txt,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
JPF,JPF.PathOutputMonitor.226.PathOutputMonitor.<init>.falsepositive.txt,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
JPF,JPF.RunJPF.218.JPF.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0
JPF,JPF.RunJPF.220.JPF.main.truepositive.txt,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
JPF,JPF.RunTest.288.RunTest.main.truepositive.txt,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
JPF,JPF.Source.160.VM.initSubsystems.falsepositive.txt,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
JPF,JPF.Source.171.VM.initSubsystems.falsepositive.txt,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
JPF,JPF.Source.203.Source.findSrcRoot.falsepositive.txt,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
JPF,JPF.Source.216.Source.findSrcRoot.falsepositive.txt,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Mybatis,Mybatis.DefaultVFS.125.DefaultVFS.list.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
Mybatis,Mybatis.DefaultVFS.265.DefaultVFS.list.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1
Mybatis,Mybatis.DefaultVFS.270.DefaultVFS.list.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Mybatis,Mybatis.ExternalResources.75.ExternalResourcesTest.testGetConfiguredTemplate.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
Mybatis,Mybatis.PooledDataSource.527.PooledDataSource.pingConnection.falsepositive.txt,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1
Mybatis,Mybatis.PreparedStatementHandler.80.SimpleExecutor.prepareStatement.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
Mybatis,Mybatis.PreparedStatementHandler.82.SimpleExecutor.prepareStatement.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
Mybatis,Mybatis.PreparedStatementHandler.85.SimpleExecutor.prepareStatement.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
Mybatis,Mybatis.PreparedStatementHandler.87.SimpleExecutor.prepareStatement.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
Mybatis,Mybatis.ScriptRunner.235.AbstractLazyTest.before.falsepositive.txt,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mybatis,Mybatis.ScriptRunner.246.AbstractLazyTest.before.falsepositive.txt,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mybatis,Mybatis.SimpleStatementHandler.67.BaseExecutorTest.shouldDeleteAuthor.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mybatis,Mybatis.SqlRunner.80.SqlRunnerTest.shouldUpdateCategory.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Mybatis,Mybatis.SqlRunner.105.SqlRunnerTest.shouldInsert.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0
Mybatis,Mybatis.SqlRunner.107.SqlRunnerTest.shouldInsert.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
Mybatis,Mybatis.SqlRunner.149.SqlRunnerTest.shouldUpdateCategory.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1
Mybatis,Mybatis.SqlRunner.184.SqlRunnerTest.shouldDemonstrateDDLThroughRunMethod.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
Mybatis,Mybatis.XPathParser.257.XPathParserTest.shouldTestXPathParserMethods.falsepositive.txt,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0
Okhttp3,Okhttp3.CacheTest.2453.CacheTest.testGoldenCacheResponse.falsepositive.txt,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
Okhttp3,Okhttp3.Http2Server.187.Http2Server.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1
Okhttp3,Okhttp3.Main$1.254.Main.run.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0
Okhttp3,Okhttp3.Main$2.272.Main.run.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0
Okhttp3,Okhttp3.MockHttp2Peer.181.MockHttp2Peer.openSocket.truepositive.txt,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
Okhttp3,Okhttp3.RecordingAuthenticator.35.RecordingAuthenticator.<init>.truepositive.txt,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1
Okhttp3,Okhttp3.SampleServer.45.SampleServer.dispatch.truepositive.txt,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Okhttp3,Okhttp3.SampleServer.122.SampleServer.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
Okhttp3,Okhttp3.SocksProxy.185.SocksProxy.acceptCommand.truepositive.txt,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Okhttp3,Okhttp3.SslClient$Builder.145.SslClient$Builder.build.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0
Okhttp3,Okhttp3.UrlConnectionCacheTest.1670.UrlConnectionCacheTest.testGoldenCacheResponse.falsepositive.txt,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Okhttp3,Okhttp3.URLConnectionTest.1945.URLConnectionTest.authenticateWithCharset.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
Susi,Susi.AIML2Susi.55.AIML2Susi.main.falsepositive.txt,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0
Susi,Susi.AIML2Susi.55.SusiMind.main.falsepositive.txt,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.AIML2Susi.55.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.AIML2Susi.55.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.AIML2Susi.118.AIML2Susi.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Susi,Susi.AppsService.66.AbstractAPIHandler.doPost.falsepositive.txt,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
Susi,Susi.Caretaker.53.SusiServer.main.falsepositive.txt,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.CreateSkillService.87.CreateSkillService.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
Susi,Susi.CreateSkillService.92.CreateSkillService.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
Susi,Susi.CreateSkillService.97.CreateSkillService.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
Susi,Susi.CreateSkillService.135.CreateSkillService.doPost.truepositive.txt,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
Susi,Susi.CreateSkillService.136.CreateSkillService.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
Susi,Susi.CreateSkillService.138.CreateSkillService.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
Susi,Susi.CreateSkillService.167.CreateSkillService.doPost.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
Susi,Susi.CreateSkillService.174.CreateSkillService.doPost.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
Susi,Susi.DAO.355.SusiMind.main.falsepositive.txt,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.DAO.355.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.DAO.355.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.DeleteSkillService.49.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.DeleteSkillService.51.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.DeleteSkillService.53.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1
Susi,Susi.DeleteSkillService.65.AbstractAPIHandler.doPost.truepositive.txt,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.DeleteSkillService.68.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.DisableSkillService.70.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.DisableSkillService.72.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.DisableSkillService.74.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
Susi,Susi.DisableSkillService.76.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.EnableSkillService.69.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.EnableSkillService.71.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.EnableSkillService.73.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.EnableSkillService.75.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.GetAllLanguages.60.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Susi,Susi.GetAllLanguages.62.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.GetFileAtCommitID.51.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
